Start time (UTC), 0434 
 Sky conditions, CO-SDNV 
 Other notes, Melinda&Felix. Kipps retired due to low light.  
 Ship latitude, 89.02842
 Ship longitude, 108.16724
Position, 1, 1, 2, 2
Surface type, S, S, S, S
Surface thickness (cm), 0.30, 0.30, 0.25, 0.25
Notes, standing position, kneeling position, standing position, kneeling position
Change in incident (%),0.0, 0.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3
350,0.759,0.691,0.652,0.581
351,0.759,0.692,0.650,0.582
352,0.760,0.692,0.650,0.583
353,0.762,0.693,0.652,0.583
354,0.763,0.690,0.654,0.583
355,0.763,0.689,0.654,0.585
356,0.762,0.690,0.653,0.585
357,0.761,0.692,0.652,0.582
358,0.760,0.690,0.650,0.584
359,0.760,0.689,0.650,0.585
360,0.760,0.692,0.650,0.585
361,0.760,0.694,0.649,0.586
362,0.761,0.692,0.650,0.584
363,0.760,0.691,0.651,0.582
364,0.759,0.693,0.651,0.580
365,0.759,0.691,0.652,0.584
366,0.758,0.691,0.652,0.584
367,0.756,0.692,0.651,0.583
368,0.757,0.692,0.650,0.584
369,0.759,0.691,0.649,0.583
370,0.760,0.692,0.648,0.582
371,0.759,0.693,0.649,0.580
372,0.759,0.692,0.651,0.581
373,0.760,0.692,0.650,0.582
374,0.760,0.691,0.649,0.582
375,0.759,0.691,0.649,0.581
376,0.758,0.692,0.648,0.583
377,0.759,0.693,0.648,0.582
378,0.760,0.693,0.649,0.581
379,0.760,0.690,0.650,0.582
380,0.758,0.690,0.653,0.580
381,0.757,0.691,0.651,0.580
382,0.757,0.691,0.648,0.581
383,0.757,0.690,0.652,0.581
384,0.758,0.690,0.650,0.581
385,0.758,0.690,0.648,0.581
386,0.759,0.689,0.649,0.580
387,0.757,0.689,0.650,0.578
388,0.759,0.692,0.651,0.581
389,0.759,0.693,0.652,0.582
390,0.757,0.689,0.651,0.581
391,0.757,0.688,0.651,0.580
392,0.758,0.690,0.650,0.580
393,0.759,0.691,0.649,0.581
394,0.759,0.690,0.648,0.583
395,0.758,0.691,0.649,0.581
396,0.757,0.691,0.650,0.580
397,0.758,0.690,0.650,0.582
398,0.759,0.690,0.648,0.581
399,0.759,0.690,0.648,0.581
400,0.758,0.690,0.649,0.581
401,0.757,0.691,0.649,0.581
402,0.758,0.690,0.650,0.580
403,0.757,0.690,0.650,0.580
404,0.757,0.691,0.649,0.580
405,0.758,0.690,0.648,0.579
406,0.758,0.691,0.649,0.579
407,0.758,0.691,0.649,0.579
408,0.758,0.691,0.649,0.579
409,0.757,0.689,0.649,0.578
410,0.757,0.690,0.649,0.579
411,0.758,0.690,0.649,0.579
412,0.758,0.690,0.649,0.579
413,0.757,0.691,0.648,0.579
414,0.756,0.690,0.648,0.579
415,0.756,0.689,0.649,0.579
416,0.758,0.690,0.649,0.579
417,0.758,0.691,0.648,0.578
418,0.757,0.690,0.648,0.578
419,0.757,0.690,0.648,0.579
420,0.756,0.690,0.649,0.579
421,0.757,0.690,0.649,0.578
422,0.758,0.690,0.649,0.579
423,0.758,0.690,0.648,0.579
424,0.757,0.690,0.649,0.579
425,0.756,0.689,0.648,0.579
426,0.756,0.689,0.648,0.580
427,0.756,0.690,0.648,0.579
428,0.756,0.690,0.648,0.579
429,0.756,0.689,0.648,0.578
430,0.756,0.689,0.648,0.578
431,0.756,0.689,0.647,0.579
432,0.757,0.689,0.648,0.579
433,0.757,0.689,0.648,0.579
434,0.757,0.690,0.647,0.577
435,0.757,0.689,0.647,0.578
436,0.757,0.689,0.648,0.578
437,0.757,0.690,0.648,0.578
438,0.757,0.690,0.648,0.578
439,0.757,0.690,0.648,0.578
440,0.756,0.689,0.648,0.577
441,0.756,0.689,0.647,0.577
442,0.756,0.689,0.648,0.578
443,0.757,0.689,0.648,0.577
444,0.756,0.689,0.648,0.577
445,0.756,0.690,0.647,0.577
446,0.756,0.689,0.647,0.577
447,0.756,0.688,0.647,0.577
448,0.756,0.688,0.647,0.577
449,0.756,0.689,0.647,0.577
450,0.756,0.689,0.647,0.577
451,0.756,0.689,0.647,0.577
452,0.756,0.689,0.647,0.577
453,0.756,0.689,0.647,0.576
454,0.756,0.689,0.647,0.576
455,0.756,0.689,0.647,0.576
456,0.756,0.689,0.647,0.576
457,0.756,0.689,0.647,0.577
458,0.756,0.689,0.647,0.577
459,0.756,0.690,0.647,0.576
460,0.756,0.689,0.647,0.576
461,0.756,0.689,0.647,0.577
462,0.756,0.689,0.647,0.576
463,0.756,0.689,0.646,0.576
464,0.756,0.689,0.646,0.576
465,0.756,0.689,0.646,0.576
466,0.756,0.689,0.646,0.576
467,0.757,0.689,0.646,0.577
468,0.757,0.688,0.647,0.577
469,0.756,0.689,0.647,0.577
470,0.756,0.689,0.647,0.576
471,0.756,0.689,0.646,0.576
472,0.756,0.688,0.646,0.576
473,0.755,0.688,0.647,0.576
474,0.755,0.689,0.647,0.575
475,0.756,0.688,0.646,0.575
476,0.756,0.688,0.646,0.575
477,0.756,0.689,0.646,0.575
478,0.755,0.689,0.647,0.576
479,0.756,0.688,0.646,0.575
480,0.756,0.688,0.646,0.575
481,0.755,0.689,0.647,0.575
482,0.755,0.689,0.647,0.575
483,0.755,0.689,0.646,0.575
484,0.756,0.689,0.647,0.575
485,0.756,0.689,0.647,0.575
486,0.756,0.688,0.646,0.575
487,0.756,0.688,0.646,0.575
488,0.757,0.689,0.646,0.575
489,0.756,0.689,0.645,0.575
490,0.756,0.688,0.645,0.575
491,0.756,0.688,0.646,0.575
492,0.756,0.688,0.646,0.575
493,0.756,0.688,0.646,0.574
494,0.755,0.688,0.645,0.575
495,0.755,0.688,0.645,0.575
496,0.756,0.688,0.645,0.575
497,0.756,0.688,0.646,0.575
498,0.756,0.688,0.646,0.575
499,0.755,0.688,0.645,0.575
500,0.756,0.688,0.646,0.575
501,0.755,0.689,0.646,0.574
502,0.756,0.689,0.646,0.574
503,0.756,0.688,0.646,0.574
504,0.756,0.688,0.645,0.574
505,0.756,0.688,0.645,0.573
506,0.756,0.688,0.646,0.573
507,0.756,0.688,0.647,0.573
508,0.755,0.689,0.646,0.573
509,0.755,0.688,0.645,0.573
510,0.755,0.688,0.645,0.574
511,0.756,0.688,0.646,0.573
512,0.755,0.688,0.645,0.574
513,0.754,0.689,0.645,0.574
514,0.754,0.689,0.645,0.573
515,0.754,0.688,0.646,0.573
516,0.755,0.688,0.646,0.573
517,0.756,0.688,0.645,0.573
518,0.755,0.688,0.645,0.573
519,0.755,0.689,0.645,0.573
520,0.755,0.689,0.645,0.572
521,0.755,0.688,0.645,0.572
522,0.754,0.688,0.645,0.573
523,0.756,0.688,0.644,0.572
524,0.756,0.688,0.645,0.572
525,0.754,0.689,0.645,0.573
526,0.755,0.688,0.645,0.573
527,0.755,0.688,0.645,0.572
528,0.755,0.688,0.645,0.572
529,0.755,0.687,0.644,0.572
530,0.755,0.688,0.644,0.572
531,0.756,0.688,0.645,0.572
532,0.756,0.688,0.645,0.572
533,0.755,0.688,0.645,0.572
534,0.755,0.688,0.645,0.572
535,0.755,0.688,0.645,0.572
536,0.755,0.688,0.644,0.572
537,0.755,0.688,0.645,0.572
538,0.755,0.689,0.645,0.572
539,0.755,0.689,0.644,0.572
540,0.755,0.688,0.644,0.572
541,0.754,0.688,0.645,0.572
542,0.755,0.688,0.645,0.571
543,0.755,0.689,0.644,0.571
544,0.755,0.688,0.644,0.571
545,0.754,0.688,0.644,0.572
546,0.753,0.688,0.644,0.572
547,0.755,0.688,0.644,0.572
548,0.754,0.688,0.644,0.572
549,0.755,0.688,0.644,0.571
550,0.755,0.687,0.644,0.571
551,0.755,0.688,0.644,0.572
552,0.755,0.688,0.644,0.571
553,0.754,0.688,0.644,0.571
554,0.754,0.688,0.644,0.571
555,0.755,0.688,0.644,0.570
556,0.756,0.688,0.644,0.570
557,0.755,0.688,0.644,0.570
558,0.754,0.688,0.643,0.570
559,0.754,0.688,0.643,0.570
560,0.754,0.688,0.644,0.570
561,0.754,0.689,0.644,0.571
562,0.754,0.688,0.643,0.570
563,0.754,0.688,0.643,0.570
564,0.755,0.688,0.643,0.570
565,0.755,0.687,0.643,0.570
566,0.754,0.687,0.643,0.569
567,0.755,0.688,0.643,0.570
568,0.756,0.689,0.643,0.571
569,0.755,0.687,0.643,0.570
570,0.754,0.688,0.643,0.570
571,0.754,0.688,0.643,0.570
572,0.754,0.687,0.644,0.570
573,0.755,0.687,0.644,0.569
574,0.754,0.687,0.644,0.570
575,0.753,0.687,0.643,0.571
576,0.755,0.687,0.643,0.570
577,0.754,0.688,0.643,0.569
578,0.755,0.687,0.643,0.569
579,0.755,0.687,0.643,0.570
580,0.754,0.688,0.643,0.570
581,0.754,0.688,0.643,0.571
582,0.755,0.688,0.644,0.570
583,0.755,0.688,0.643,0.569
584,0.755,0.687,0.643,0.569
585,0.755,0.687,0.643,0.568
586,0.755,0.688,0.643,0.569
587,0.755,0.688,0.643,0.570
588,0.756,0.688,0.643,0.569
589,0.756,0.687,0.643,0.569
590,0.755,0.688,0.643,0.569
591,0.756,0.689,0.642,0.569
592,0.755,0.688,0.643,0.570
593,0.755,0.687,0.643,0.570
594,0.755,0.687,0.643,0.569
595,0.755,0.688,0.643,0.568
596,0.755,0.689,0.643,0.568
597,0.756,0.689,0.642,0.568
598,0.756,0.689,0.643,0.568
599,0.756,0.689,0.643,0.569
600,0.756,0.688,0.643,0.570
601,0.756,0.688,0.644,0.569
602,0.756,0.688,0.644,0.569
603,0.756,0.688,0.643,0.569
604,0.756,0.688,0.642,0.569
605,0.755,0.690,0.644,0.569
606,0.756,0.690,0.644,0.570
607,0.757,0.689,0.644,0.570
608,0.757,0.689,0.644,0.568
609,0.757,0.688,0.644,0.568
610,0.756,0.688,0.644,0.569
611,0.757,0.689,0.644,0.569
612,0.758,0.689,0.644,0.569
613,0.758,0.688,0.645,0.570
614,0.757,0.689,0.645,0.569
615,0.757,0.690,0.645,0.568
616,0.757,0.689,0.644,0.569
617,0.758,0.689,0.644,0.568
618,0.757,0.689,0.645,0.569
619,0.756,0.689,0.644,0.570
620,0.756,0.690,0.644,0.568
621,0.756,0.689,0.644,0.568
622,0.757,0.688,0.644,0.568
623,0.758,0.690,0.645,0.568
624,0.758,0.690,0.646,0.568
625,0.757,0.689,0.644,0.568
626,0.757,0.689,0.643,0.569
627,0.758,0.689,0.643,0.570
628,0.757,0.688,0.644,0.569
629,0.757,0.688,0.645,0.568
630,0.757,0.689,0.644,0.569
631,0.758,0.689,0.644,0.569
632,0.758,0.690,0.643,0.568
633,0.758,0.690,0.644,0.568
634,0.758,0.689,0.645,0.569
635,0.758,0.689,0.643,0.568
636,0.759,0.689,0.644,0.567
637,0.759,0.690,0.646,0.567
638,0.758,0.690,0.644,0.568
639,0.757,0.690,0.644,0.568
640,0.756,0.689,0.644,0.567
641,0.757,0.690,0.644,0.567
642,0.757,0.690,0.643,0.567
643,0.757,0.690,0.644,0.568
644,0.757,0.690,0.645,0.568
645,0.757,0.689,0.644,0.568
646,0.757,0.690,0.644,0.568
647,0.758,0.690,0.645,0.568
648,0.759,0.690,0.644,0.568
649,0.756,0.690,0.644,0.568
650,0.755,0.689,0.643,0.567
651,0.756,0.689,0.643,0.567
652,0.756,0.689,0.643,0.566
653,0.756,0.690,0.644,0.567
654,0.756,0.690,0.645,0.567
655,0.756,0.689,0.644,0.567
656,0.757,0.690,0.644,0.567
657,0.757,0.690,0.643,0.566
658,0.757,0.690,0.643,0.566
659,0.756,0.690,0.643,0.566
660,0.756,0.691,0.644,0.566
661,0.757,0.690,0.643,0.567
662,0.758,0.690,0.643,0.567
663,0.757,0.690,0.642,0.567
664,0.756,0.690,0.643,0.567
665,0.756,0.689,0.643,0.566
666,0.757,0.689,0.643,0.566
667,0.756,0.690,0.643,0.566
668,0.756,0.689,0.643,0.566
669,0.756,0.689,0.643,0.566
670,0.755,0.690,0.643,0.565
671,0.756,0.689,0.642,0.566
672,0.756,0.690,0.642,0.566
673,0.756,0.691,0.642,0.567
674,0.755,0.689,0.643,0.566
675,0.755,0.690,0.643,0.565
676,0.756,0.690,0.643,0.565
677,0.756,0.689,0.643,0.566
678,0.756,0.690,0.643,0.567
679,0.756,0.689,0.643,0.566
680,0.757,0.689,0.642,0.565
681,0.758,0.689,0.642,0.565
682,0.757,0.689,0.642,0.565
683,0.756,0.690,0.642,0.565
684,0.756,0.690,0.642,0.565
685,0.755,0.690,0.642,0.564
686,0.756,0.688,0.640,0.563
687,0.756,0.687,0.640,0.564
688,0.755,0.687,0.643,0.565
689,0.755,0.688,0.640,0.564
690,0.755,0.689,0.641,0.564
691,0.756,0.689,0.642,0.565
692,0.757,0.688,0.640,0.564
693,0.756,0.688,0.642,0.565
694,0.756,0.688,0.642,0.566
695,0.756,0.689,0.641,0.565
696,0.755,0.689,0.641,0.565
697,0.755,0.689,0.641,0.565
698,0.755,0.689,0.641,0.565
699,0.754,0.688,0.640,0.564
700,0.754,0.688,0.640,0.563
701,0.755,0.688,0.640,0.564
702,0.755,0.688,0.640,0.564
703,0.755,0.689,0.641,0.565
704,0.755,0.690,0.640,0.564
705,0.754,0.689,0.640,0.564
706,0.754,0.688,0.640,0.565
707,0.754,0.688,0.640,0.563
708,0.755,0.689,0.640,0.563
709,0.754,0.689,0.640,0.563
710,0.752,0.688,0.639,0.563
711,0.753,0.688,0.640,0.563
712,0.754,0.688,0.640,0.563
713,0.754,0.688,0.640,0.563
714,0.752,0.688,0.639,0.563
715,0.753,0.687,0.639,0.563
716,0.753,0.687,0.638,0.563
717,0.752,0.687,0.638,0.562
718,0.753,0.686,0.636,0.562
719,0.752,0.687,0.637,0.563
720,0.753,0.687,0.638,0.563
721,0.754,0.686,0.638,0.563
722,0.753,0.687,0.639,0.562
723,0.753,0.688,0.638,0.562
724,0.752,0.687,0.637,0.561
725,0.750,0.686,0.637,0.563
726,0.751,0.686,0.638,0.562
727,0.753,0.686,0.638,0.562
728,0.753,0.686,0.638,0.561
729,0.753,0.688,0.637,0.561
730,0.752,0.687,0.636,0.562
731,0.752,0.686,0.636,0.562
732,0.752,0.688,0.637,0.561
733,0.751,0.687,0.637,0.561
734,0.751,0.686,0.637,0.561
735,0.752,0.686,0.637,0.561
736,0.751,0.686,0.637,0.561
737,0.752,0.686,0.638,0.561
738,0.753,0.686,0.637,0.561
739,0.753,0.686,0.637,0.561
740,0.752,0.686,0.639,0.562
741,0.752,0.686,0.638,0.561
742,0.752,0.687,0.637,0.560
743,0.751,0.687,0.637,0.560
744,0.750,0.687,0.637,0.561
745,0.751,0.686,0.637,0.561
746,0.752,0.686,0.636,0.560
747,0.750,0.687,0.635,0.560
748,0.749,0.686,0.636,0.560
749,0.750,0.686,0.636,0.560
750,0.750,0.686,0.635,0.560
751,0.749,0.686,0.635,0.559
752,0.750,0.686,0.636,0.559
753,0.750,0.685,0.635,0.559
754,0.749,0.684,0.635,0.558
755,0.749,0.685,0.636,0.560
756,0.749,0.685,0.635,0.560
757,0.749,0.685,0.635,0.559
758,0.750,0.685,0.636,0.559
759,0.750,0.684,0.635,0.557
760,0.749,0.682,0.632,0.556
761,0.747,0.679,0.631,0.561
762,0.747,0.684,0.639,0.565
763,0.741,0.679,0.634,0.562
764,0.746,0.679,0.629,0.557
765,0.748,0.682,0.630,0.556
766,0.743,0.681,0.633,0.555
767,0.745,0.681,0.632,0.557
768,0.745,0.682,0.632,0.557
769,0.744,0.682,0.632,0.555
770,0.744,0.680,0.631,0.556
771,0.744,0.681,0.631,0.556
772,0.744,0.682,0.631,0.556
773,0.744,0.682,0.631,0.557
774,0.744,0.681,0.630,0.557
775,0.742,0.680,0.630,0.556
776,0.741,0.679,0.629,0.556
777,0.742,0.681,0.628,0.556
778,0.743,0.682,0.629,0.556
779,0.743,0.682,0.628,0.555
780,0.742,0.681,0.627,0.555
781,0.742,0.680,0.628,0.555
782,0.741,0.680,0.628,0.555
783,0.741,0.680,0.629,0.555
784,0.742,0.679,0.628,0.556
785,0.742,0.679,0.626,0.555
786,0.742,0.680,0.626,0.554
787,0.741,0.679,0.627,0.554
788,0.740,0.678,0.625,0.554
789,0.740,0.677,0.625,0.554
790,0.739,0.677,0.626,0.554
791,0.737,0.677,0.626,0.554
792,0.738,0.677,0.625,0.555
793,0.738,0.677,0.625,0.554
794,0.738,0.676,0.626,0.555
795,0.739,0.675,0.626,0.555
796,0.739,0.676,0.625,0.553
797,0.737,0.676,0.625,0.553
798,0.738,0.676,0.625,0.554
799,0.741,0.676,0.625,0.554
800,0.739,0.677,0.626,0.554
801,0.739,0.677,0.625,0.554
802,0.738,0.677,0.625,0.554
803,0.738,0.676,0.625,0.554
804,0.738,0.676,0.625,0.554
805,0.738,0.676,0.625,0.554
806,0.738,0.676,0.625,0.554
807,0.738,0.676,0.625,0.554
808,0.738,0.676,0.625,0.554
809,0.738,0.676,0.625,0.554
810,0.738,0.676,0.625,0.554
811,0.738,0.676,0.625,0.554
812,0.737,0.676,0.625,0.554
813,0.737,0.676,0.625,0.554
814,0.737,0.676,0.624,0.554
815,0.737,0.676,0.624,0.553
816,0.737,0.676,0.624,0.553
817,0.737,0.676,0.624,0.553
818,0.737,0.675,0.624,0.553
819,0.737,0.675,0.624,0.553
820,0.737,0.675,0.625,0.553
821,0.737,0.676,0.625,0.553
822,0.737,0.675,0.625,0.553
823,0.737,0.675,0.625,0.553
824,0.737,0.675,0.625,0.553
825,0.737,0.675,0.625,0.553
826,0.737,0.675,0.625,0.553
827,0.738,0.675,0.625,0.554
828,0.738,0.675,0.625,0.554
829,0.738,0.675,0.626,0.554
830,0.738,0.675,0.626,0.554
831,0.738,0.675,0.626,0.555
832,0.738,0.675,0.626,0.555
833,0.738,0.675,0.627,0.555
834,0.739,0.675,0.627,0.555
835,0.739,0.675,0.627,0.555
836,0.739,0.674,0.627,0.556
837,0.739,0.674,0.627,0.556
838,0.740,0.675,0.628,0.556
839,0.740,0.675,0.628,0.556
840,0.740,0.675,0.628,0.555
841,0.740,0.675,0.628,0.555
842,0.740,0.675,0.628,0.555
843,0.740,0.675,0.628,0.555
844,0.739,0.675,0.628,0.555
845,0.739,0.675,0.628,0.555
846,0.739,0.675,0.628,0.555
847,0.739,0.675,0.628,0.555
848,0.740,0.675,0.628,0.555
849,0.739,0.675,0.628,0.555
850,0.739,0.674,0.628,0.555
851,0.739,0.674,0.628,0.555
852,0.739,0.674,0.627,0.555
853,0.739,0.674,0.627,0.555
854,0.739,0.674,0.627,0.555
855,0.738,0.673,0.627,0.555
856,0.738,0.673,0.627,0.555
857,0.738,0.673,0.627,0.555
858,0.738,0.672,0.627,0.555
859,0.738,0.672,0.627,0.555
860,0.737,0.672,0.626,0.555
861,0.737,0.672,0.626,0.555
862,0.737,0.671,0.626,0.555
863,0.736,0.671,0.626,0.555
864,0.736,0.670,0.626,0.554
865,0.735,0.670,0.626,0.554
866,0.735,0.670,0.626,0.554
867,0.735,0.669,0.625,0.554
868,0.734,0.669,0.625,0.554
869,0.734,0.668,0.625,0.554
870,0.734,0.668,0.624,0.554
871,0.733,0.667,0.624,0.554
872,0.733,0.667,0.624,0.554
873,0.732,0.666,0.623,0.554
874,0.731,0.665,0.622,0.554
875,0.731,0.665,0.622,0.553
876,0.730,0.664,0.622,0.553
877,0.730,0.664,0.621,0.552
878,0.729,0.663,0.621,0.552
879,0.729,0.663,0.621,0.552
880,0.728,0.662,0.620,0.552
881,0.728,0.662,0.619,0.552
882,0.727,0.661,0.618,0.551
883,0.726,0.660,0.618,0.551
884,0.725,0.660,0.617,0.551
885,0.725,0.659,0.617,0.551
886,0.724,0.658,0.616,0.550
887,0.724,0.658,0.616,0.550
888,0.723,0.657,0.616,0.550
889,0.723,0.657,0.615,0.550
890,0.723,0.657,0.615,0.550
891,0.722,0.657,0.615,0.549
892,0.721,0.656,0.615,0.549
893,0.721,0.656,0.614,0.549
894,0.720,0.655,0.614,0.549
895,0.720,0.655,0.614,0.548
896,0.719,0.654,0.613,0.548
897,0.719,0.654,0.613,0.548
898,0.718,0.653,0.613,0.548
899,0.718,0.653,0.613,0.548
900,0.718,0.652,0.613,0.547
901,0.717,0.652,0.613,0.547
902,0.717,0.651,0.612,0.547
903,0.716,0.651,0.612,0.547
904,0.715,0.651,0.612,0.547
905,0.715,0.650,0.612,0.547
906,0.714,0.649,0.612,0.547
907,0.714,0.649,0.612,0.547
908,0.714,0.649,0.612,0.548
909,0.715,0.649,0.612,0.548
910,0.715,0.649,0.612,0.549
911,0.715,0.649,0.612,0.549
912,0.715,0.648,0.612,0.549
913,0.716,0.648,0.612,0.548
914,0.716,0.648,0.612,0.548
915,0.716,0.648,0.612,0.549
916,0.716,0.648,0.613,0.549
917,0.716,0.648,0.612,0.549
918,0.716,0.648,0.612,0.550
919,0.717,0.648,0.612,0.550
920,0.717,0.648,0.612,0.549
921,0.717,0.648,0.613,0.549
922,0.716,0.648,0.613,0.549
923,0.716,0.647,0.613,0.549
924,0.716,0.647,0.613,0.549
925,0.716,0.646,0.613,0.549
926,0.716,0.645,0.613,0.549
927,0.716,0.645,0.614,0.549
928,0.716,0.645,0.614,0.549
929,0.716,0.645,0.614,0.549
